kaptCode,kaptName,kaptAddr,codeSaleNm,codeHeatNm,kaptTarea,kaptDongCnt,kaptdaCnt,kaptBcompany,kaptAcompany,kaptTel,kaptUrl,codeAptNm,doroJuso,codeMgrNm,codeHallNm,kaptUsedate,kaptFax,hoCnt,kaptMarea,kaptMparea60,kaptMparea85,kaptMparea135,kaptMparea136,privArea,bjdCode,kaptTopFloor,ktownFlrNo,kaptBaseFloor,kaptdEcntp,zipcode
A57388807,하나리움시티1차입주자대표회의,전북특별자치도 군산시 산북동 3644 하나리움시티1차입주자대표회의,혼합,개별난방,114861.89,14,952.0,하나건설(주),문장건설,0634616763, ,아파트,전북특별자치도 군산시 칠성7길 56,위탁관리,계단식,20140226,0634610522,952,82998.805,952.0,0.0,0.0,0.0,57109.4413,5213015100,18,18,2,27,54164
A10026634,군산대광로제비앙,전북특별자치도 군산시 옥산면 당북리 1048 군산대광로제비앙,분양,개별난방,66659.0,5,469.0,(주)대광건영,에스엠주택건설(주),0634667055, ,아파트,전북특별자치도 군산시 월명로 55,위탁관리,계단식,20171219,0634657055,471,51635.34,0.0,469.0,0.0,0.0,39862.2098,5213031024,29,29,1,0,54109
A10027853,힐스테이트 은파아파트,전북특별자치도 군산시 옥산면 당북리 1046 힐스테이트 은파아파트,분양,개별난방,65839.76,4,449.0,현대엔지니어링,군산2차 현대엠코 지역주택조합,0634667447,힐스테이트은파.apti.co.kr/aptHome/,아파트,전북특별자치도 군산시 월명로 45,위탁관리,계단식,20150901,0634667449,449,49829.45,0.0,449.0,0.0,0.0,38157.7722,5213031024,26,26,1,0,54110
A10022661,익산역 유블레스퍼스트,전북특별자치도 익산시 창인동1가 290 익산역 유블레스퍼스트,분양,개별난방,40088.176,1,202.0,(주) 유탑건설,한국투자부동산신탁주식회사,0638417778, ,주상복합,전북특별자치도 익산시 중앙로5길 16,위탁관리,복도식,20230830,0638417779,202,35074.516,0.0,196.0,4.0,2.0,15622.114,5214010100,27,27,2,0,54594
A10026433,익산역 시그니처-S,전북특별자치도 익산시 창인동1가 151 익산역 시그니처-S,분양,개별난방,23195.0,1,299.0,성지건설,한국자산신탁(주),0638430960,signatures.apti.co.kr,주상복합,전북특별자치도 익산시 중앙로5길 17,위탁관리,기타,20180202,0638430961,299,12095.59,299.0,0.0,0.0,0.0,8412.5847,5214010100,20,20,1,2,54593
A10020726,익산역하늘채더퍼스트,전북특별자치도 익산시 평화동 395- 익산역하늘채더퍼스트,혼합,개별난방,208399.73,11,1382.0,코오롱,한국토지주택공사,0638419020, ,아파트,전북특별자치도 익산시 익산대로8길 9,위탁관리,혼합식,20250319,0638429021,1382,147166.03,288.0,1094.0,0.0,0.0,109593.43,5214010600,29,29,2,0,
A10026052,평화제일 오투그란데 에버아파트,전북특별자치도 익산시 평화동 393 평화제일 오투그란데 에버아파트,분양,개별난방,19139.941,3,171.0,(주)제일건설,(주)에버종합건설,0638423999, ,아파트,전북특별자치도 익산시 번영로10길 31,위탁관리,계단식,20180914,0638424999,171,18065.826,0.0,171.0,0.0,0.0,14100.1704,5214010600,15,15,0,0,54672
A57001001,평화동제일아파트,전북특별자치도 익산시 평화동 370 평화동제일아파트,분양,개별난방,50027.477,4,458.0,(주)제일건설,(주)제일건설,0638526590,pj65900.apti.co.kr,아파트,전북특별자치도 익산시 번영로8길 223,위탁관리,계단식,20020125,0638526591,458,48786.16,0.0,458.0,0.0,0.0,38848.0638,5214010600,15,15,0,17,54672
A57071001,클래시움,전북특별자치도 익산시 평화동 382 클래시움,분양,개별난방,17572.957,3,172.0,정인종합건설(주),신라건설(주),0638527499, ,아파트,전북특별자치도 익산시 평동로 530-7,위탁관리,계단식,20061019,0638585700,172,17011.64,60.0,112.0,0.0,0.0,13100.472,5214010600,15,15,0,6,54672
A57004001,주현동 쌍방울한양,전북특별자치도 익산시 주현동 202 주현동 쌍방울한양,분양,개별난방,34765.0,4,304.0,(주)한양,(주)쌍방울 개발,0638570837,주현동쌍방울한양.ma-um.co.kr,아파트,전북특별자치도 익산시 주현로 40,자치관리,계단식,19901027,0638410463,304,33551.35,0.0,232.0,72.0,0.0,27152.16,5214010800,12,12,1,13,54599
A10026507,익산인화 행복주택,전북특별자치도 익산시 인화동2가 174 익산인화 행복주택,임대,개별난방,32741.98,4,612.0,LH,동림건설,0638526481,익산인화 행복주택,아파트,전북특별자치도 익산시 목천로 320,위탁관리,복도식,20171031,0638546689,616,32538.316,612.0,0.0,0.0,0.0,16039.44,5214011000,20,20,1,8,54677
A57098501,인화동 제이파크,전북특별자치도 익산시 인화동2가 54 인화동 제이파크,분양,개별난방,22978.35,3,138.0,(주)제일건설,(주)제일건설,0638411590,인화동제이파크.ma-um.co.kr,주상복합,전북특별자치도 익산시 서동로 31,위탁관리,계단식,20060609,0638411590,150,16406.28,0.0,108.0,30.0,0.0,12601.854,5214011000,15,15,0,5,54605
A10021835,OCI사원아파트,전북특별자치도 익산시 동산동 1053- OCI사원아파트,분양,개별난방,10292.0,3,150.0,동양회학,동양회학,0638580487, ,주상복합,전북특별자치도 익산시 서동로18길 50,위탁관리,계단식,19890826,07076270487,153,10291.5,150.0,0.0,0.0,0.0,7946.1,5214011100,5,5,1,0,
A10023256,수도산 광신프로그레스,전북특별자치도 익산시 동산동 1148 수도산 광신프로그레스,분양,개별난방,54191.0,5,345.0,(주)광신건설,(주)아람주택,0638370527, ,아파트,전북특별자치도 익산시 동천로1길 20,위탁관리,계단식,20221201,0638420527,345,38355.707,0.0,345.0,0.0,0.0,29287.0449,5214011100,28,28,1,11,54610
A10024772,동산오투그란데,전북특별자치도 익산시 동산동 356 동산오투그란데,분양,개별난방,47016.0,3,301.0,(주)제일건설,(주)제일건설,0638556481,동산오투그란데.apti.co.kr,아파트,전북특별자치도 익산시 평동로23길 16,위탁관리,계단식,20200709,0638556482,301,32379.684,0.0,301.0,0.0,0.0,25582.2609,5214011100,27,27,2,6,54608
A10025019,세경4차아파트,전북특별자치도 익산시 동산동 1142 세경4차아파트,임대,,14087.193,1,120.0,세경건설,세경산업,0638378008, ,아파트,전북특별자치도 익산시 목천로 358,자치관리(직영),복도식,20100818,0638412294,120,7192.8,120.0,0.0,0.0,0.0,7192.8,5214011100,8,8,0,2,54676
A10025079,수도산코아루이지움아파트,전북특별자치도 익산시 동산동 1144 수도산코아루이지움아파트,분양,개별난방,45649.453,5,338.0,(주)계성건설,(주)한국토지신탁,0638553046, ,아파트,전북특별자치도 익산시 서동로30길 40,위탁관리,계단식,20191002,0638523046,338,34863.23,0.0,338.0,0.0,0.0,26600.4339,5214011100,19,19,1,0,54613
A57072513,익산동산,전북특별자치도 익산시 동산동 145 익산동산,임대,중앙난방,28318.77,4,686.0,주택관리공단,주택관리공단,0638559638,nh701ds.kohom.co.kr,아파트,전북특별자치도 익산시 동천로7길 26-5,위탁관리,복도식,19920410,0638420514,699,28318.77,686.0,0.0,0.0,0.0,19272.87,5214011100,15,15,0,8,54612
A57072602,동산여울휴먼시아3단지,전북특별자치도 익산시 동산동 1140 동산여울휴먼시아3단지,임대,개별난방,28464.18,3,320.0,한국토지주택공사,신일건업,0638513636,동산여울휴먼시아3단지.apti.co.kr/aptHome/,아파트,전북특별자치도 익산시 동천로1길 7,위탁관리,복도식,20090828,0638513646,320,28464.18,320.0,0.0,0.0,0.0,15517.44,5214011100,15,15,2,6,54608
A57072603,그린팰리스아파트,전북특별자치도 익산시 동산동 1139 그린팰리스아파트,분양,개별난방,62607.0,10,481.0,신일건업,한국주택공사,0638377979,동산여울휴먼시아2단지.apti.co.kr,아파트,전북특별자치도 익산시 동천로 25,위탁관리,계단식,20090828,0638377989,481,39949.86,0.0,481.0,0.0,0.0,39949.86,5214011100,15,15,2,16,54608
A57072604,세경2차,전북특별자치도 익산시 동산동 1060 세경2차,임대,개별난방,42125.91,3,613.0,세경건설(주),세경건설(주),0638532924, ,아파트,전북특별자치도 익산시 동천로1길 29,자치관리,복도식,19920829,0638578285,612,30404.16,613.0,0.0,0.0,0.0,30453.84,5214011100,13,13,1,5,54610
A57072605,동산동세경3차,전북특별자치도 익산시 동산동 588-35 동산동세경3차,임대,개별난방,20871.98,1,299.0,세경건설(주),세경건설(주),0638378008, ,아파트,전북특별자치도 익산시 목천로 362,자치관리(직영),복도식,20050527,0638412294,299,16156.26,299.0,0.0,0.0,0.0,16156.26,5214011100,15,15,1,2,54676
A57095805,동산동 라인,전북특별자치도 익산시 동산동 138 동산동 라인,분양,개별난방,36630.0,3,418.0,라인주택,라인주택,0638416100, ,아파트,전북특별자치도 익산시 동천로 81-14,자치관리,혼합식,19970731,0638560078,418,30247.926,418.0,0.0,0.0,0.0,23066.26,5214011100,18,18,1,13,54612
A57095806,동산동삼호(2),전북특별자치도 익산시 동산동 158-15 동산동삼호(2),분양,개별난방,45925.33,6,464.0,(주)삼호,(주)삼호,0638425557,dh102ks@hanmail.net,아파트,전북특별자치도 익산시 동천로1길 14-24,위탁관리,계단식,19911130,0638425557,464,45032.895,0.0,464.0,0.0,0.0,37008.48,5214011100,14,14,0,18,54610
A57095901,동산동 우남남부,전북특별자치도 익산시 동산동 609-42 동산동 우남남부,분양,개별난방,20251.0,1,210.0,우남종합건설(주),우남종합건설(주),0638528657,우남남부8657.apti.co.kr,아파트,전북특별자치도 익산시 목천로 346,위탁관리,계단식,19941112,0638528657,210,17149.355,176.0,34.0,0.0,0.0,13429.9,5214011100,19,19,0,1,54676
