kaptCode,kaptName,codeMgr,kaptMgrCnt,kaptCcompany,codeSec,kaptdScnt,kaptdSecCom,codeClean,kaptdClcnt,codeGarbage,codeDisinf,kaptdDcnt,disposalType,codeStr,kaptdEcapa,codeEcon,codeEmgr,codeFalarm,codeWsupply,codeElev,kaptdEcnt,kaptdPcnt,kaptdPcntu,codeNet,kaptdCccnt,welfareFacility,kaptdWtimebus,subwayLine,subwayStation,kaptdWtimesub,convenientFacility,educationFacility,groundElChargerCnt,undergroundElChargerCnt,useYn
A10045302,신당남산타운(분양),위탁관리,26,우리관리(주),위탁관리,68,(주)케이티팝스,위탁관리,30,음식물쓰레기종량제,위탁관리,4,"도포식,분무식,독이식",철근콘크리트구조,10350,단일계약,상주선임,기타,고가수조식,위탁관리,74,878,2441,무,589,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소, 기타",5분이내,6호선,버티고개,5분이내,"관공서(동사무소, 우체국) 대형상가(그랜드 마트) 공원(매봉산체육공원)",초등학교(장충초) 중학교(장충중학교) 고등학교(동호정보공고),0,9,Y
A10045401,신당삼성임대,위탁관리,5,주식회사 한빛종합관리,위탁관리,2,백송종합관리,위탁관리,2,음식물쓰레기종량제,위탁관리,4,"분무식,독이식",철근콘크리트구조,1125,단일계약,위탁선임,P형,고가수조식,위탁관리,6,29,107,무,21,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",5분이내,"5호선, 6호선",청구,5~10분이내,관공서(동사무소) 병원(장충보치과의원) 대형상가(삼성디지털프라자) 공원(대현산배수지공원),"초등학교(청구, 흥인초등학교) 중학교(금호여자중학교) 고등학교(대경정보산업고등학교)",0,0,Y
A10045402,약수하이츠아파트(임대),위탁관리,5,주식회사 한빛종합관리,위탁관리,6,(유)원광,위탁관리,3,음식물쓰레기종량제,위탁관리,12,"도포식,분무식,독이식",철근콘크리트구조,1180,단일계약,위탁선임,P형,부스타방식,위탁관리,8,46,133,무,44,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",10~15분이내,"3호선, 6호선",약수,10~15분이내,"관공서(동사무소, 우체국) 병원(송도병원,반도정형외과) 공원(마을마당공원) 기타(동대문시장 중앙시장)",초등학교(동산초등학교) 중학교(대경중학교) 고등학교(정보산업고등학교) 대학교(동국대학교),0,0,Y
A10045403,신당삼성(분양),위탁관리,10,에이제이대원 주식회사,위탁관리,12,이데아(주),위탁관리,11,음식물쓰레기종량제,위탁관리,12,분무식,철근콘크리트구조,4050,종합계약,상주선임,R형,고가수조식,위탁관리,25,183,1094,무,223,"관리사무소, 노인정, 어린이놀이터, 자전거보관소, 기타",5~10분이내,"5호선, 6호선",,5~10분이내,관공서(동사무소) 병원(장충보치과의원) 대형상가(삼성디지털프라자) 공원(대현산배수지공원),"초등학교(청구, 흥인초등학교) 중학교(금호여자중학교) 고등학교(대경정보산업고등학교)",24,26,Y
A10045404,신당약수하이츠,위탁관리,12,대원에스테이트서비스(주),위탁관리,18,(주)굿모닝대양,위탁관리,15,거점장비수거방식,위탁관리,12,,철근콘크리트구조,5500,단일계약,상주선임,GR형,압력탱크식,위탁관리,36,454,1381,무,275,"관리사무소, 노인정, 어린이놀이터",5분이내,"3호선, 6호선",약수,5분이내,"관공서(동사무소, 우체국) 공원(문화마당)",초등학교(동산초등학교) 중학교(대경중학교) 고등학교(정보산업고등학교),0,125,Y
A10045601,신당현대,위탁관리,8,서림주택관리(주),위탁관리,25,한국보안컨설팅(주),위탁관리,9,음식물쓰레기종량제,위탁관리,12,"도포식,분무식",철근콘크리트구조,2850,단일계약,상주선임,P형,부스타방식,위탁관리,20,753,0,유,104,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",5~10분이내,"2호선, 6호선",신당역,5~10분이내,관공서(동호동사무소) 병원(한양대학병원) 공원(대현산배수지공원),"초등학교(청구,흥인초등학교) 중학교(금호여자중학교) 고등학교(성동고등학교) 대학교(한양대학교)",0,0,Y
A10078102,파라다이스,위탁관리,4,율산개발(주),위탁관리,0,,위탁관리,1,음식물쓰레기종량제,위탁관리,12,"도포식,분무식,기구부착식",철근콘크리트구조,600,단일계약,위탁선임,P형,부스타방식,위탁관리,4,31,111,무,28,"관리사무소, 노인정, 어린이놀이터",5~10분이내,"2호선, 5호선, 6호선",,5~10분이내,관공서(신당1동사무소) 병원(동덕한의원) 대형상가(하이마트-청구점) 기타(도로교통안전공단),초등학교(흥인초등학교) 고등학교(성동고등학교),0,0,Y
A10078103,청구e편한세상임대,위탁관리,3,대한종합개발(주),위탁관리,2,위더스엠엔씨,위탁관리,1,차량수거방식,자치관리,12,"도포식,분무식,독이식",철근콘크리트구조,950,단일계약,위탁선임,R형,부스타방식,위탁관리,2,17,95,무,27,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",5~10분이내,"2호선, 5호선, 6호선",청구,5~10분이내,"관공서(부소방서,신당1동주민센터) 공원(다산어린이) 기타(충무아트홀)","초등학교(청구,흥인,장충) 중학교(한양,금호여,대경) 고등학교(성동,한양공,성동글로벌경영,대경정보산업)",0,0,Y
A10078901,래미안신당하이베르,위탁관리,7,대원에스테이트서비스(주),위탁관리,8,㈜에스원동부,위탁관리,10,음식물쓰레기종량제,위탁관리,12,,철근콘크리트구조,4050,종합계약,상주선임,GR형,부스타방식,위탁관리,30,0,968,유,279,"관리사무소, 노인정, 보육시설, 어린이놀이터, 커뮤니티공간, 자전거보관소",5~10분이내,"2호선, 6호선",신당,10~15분이내,"관공서(신당6동주민센터, 신당5동주민센터) 공원(다산어린이,동대문역사문화)","초등학교(신당,무학,흥인 ,청구) 중학교(금호여) 고등학교(성동)",0,50,Y
A10078902,래미안신당하이베르임대,위탁관리,3,대한종합개발(주),위탁관리,2,(주)위더스엠엔씨,위탁관리,1,음식물쓰레기종량제,위탁관리,12,"도포식,분무식,독이식",철근콘크리트구조,760,단일계약,상주선임,R형,부스타방식,위탁관리,2,8,153,무,33,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",5~10분이내,"2호선, 5호선, 6호선",신당,10~15분이내,"관공서(신당6동주민센터, 신당5동주민센터) 공원(다산어린이,동대문역사문화)","초등학교(신당,무학,흥인 ,청구) 중학교(금호여) 고등학교(성동)",0,8,Y
A10095501,동대문와이즈캐슬,위탁관리(직영+위탁),3,율산개발 유한회사,위탁관리,3,(주)에이스티엠,위탁관리,1,음식물쓰레기종량제,위탁관리,6,분무식,철골철근콘크리트구조,1600,단일계약,상주선임,R형,부스타방식,위탁관리,2,4,90,유,67,"관리사무소, 문고, 커뮤니티공간, 자전거보관소",5분이내,"2호선, 6호선",,5분이내,,,0,0,Y
A10095502,청계천두산위브더제니스,위탁관리,11,에스텍시스템,위탁관리,9,(주)에스텍시스템,위탁관리,10,기타,위탁관리,12,"분무식,기구부착식",철근콘크리트구조,4135.464,단일계약,상주선임,R형,부스타방식,위탁관리,8,0,618,유,237,"관리사무소, 노인정, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 기타",5분이내,"2호선, 6호선",,5분이내,병원() 공원(),초등학교() 고등학교(),0,6,Y
A10024801,황학코아루,위탁관리,3,(주)무림하우징,위탁관리(직영+위탁),2,무림하우징,위탁관리(직영+위탁),2,차량수거방식,위탁관리,18,"도포식,분무식,기구부착식,독이식",철골철근콘크리트구조,750,단일계약,상주선임,R형,부스타방식,위탁관리,5,17,115,유,47,,5분이내,,,5분이내,,,0,4,Y
A10044001,SH황학롯데캐슬베네치아,위탁관리,4,(주)두온종합관리,위탁관리,2,원앤원산업개발,위탁관리,2,음식물쓰레기종량제,위탁관리,12,분무식,일반철골구조,1150,단일계약,상주선임,R형,부스타방식,위탁관리,6,151,0,유,46,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",10~15분이내,"1호선, 2호선, 6호선",동묘,15~20분이내,"관공서(황학동사무소) 대형상가(LG하이프라자,이마트)",초등학교(숭신초) 고등학교(성동공업고),3,0,Y
A10044002,롯데캐슬베네치아,위탁관리,15,광인산업(주),위탁관리,15,케이티팝스,위탁관리,19,음식물쓰레기종량제,위탁관리,12,"분무식,독이식",일반철골구조,6150,종합계약,상주선임,R형,부스타방식,위탁관리,25,1959,0,유,810,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 커뮤니티공간, 자전거보관소",10~15분이내,"1호선, 6호선",동묘,15~20분이내,관공서(황학동사무소) 대형상가(LG하이프라자),초등학교(숭신초) 고등학교(성동공업고),89,0,Y
A10086801,황학아크로타워,위탁관리,5,대원에스테이트서비스(주),위탁관리,6,듀델코리아,위탁관리,4,음식물쓰레기종량제,위탁관리,12,"도포식,분무식,독이식",철근콘크리트구조,2800,종합계약,상주선임,R형,부스타방식,위탁관리,9,0,414,유,185,"관리사무소, 어린이놀이터",5분이내,"2호선, 6호선",신당,5분이내,관공서(황학동 주민센타) 대형상가(동대문) 공원(동묘공원),초등학교(신당초등학교) 고등학교(성동고교) 대학교(동국대학교),0,10,Y
A10023548,정동상림원아파트,위탁관리,12,(주)신원티엠씨(TMC),위탁관리,3,(주)신원티엠씨,위탁관리,3,차량수거방식,위탁관리,12,,철골철근콘크리트구조,1500,종합계약,상주선임,R형,부스타방식,,0,0,155,,59,"관리사무소, 휴게시설, 커뮤니티공간, 자전거보관소",5~10분이내,"1호선, 2호선, 5호선",,5~10분이내,"관공서(서울시청) 병원(강북삼성병원) 백화점(롯데백화점, 신세계백화점) 공원(정동공원)",중학교(창덕여자) 고등학교(이화여고),0,0,Y
A10024359,삼정아트테라스정동,위탁관리,4,(주)대호안전관리공사,,,,위탁관리,3,기타,위탁관리,12,"도포식,분무식",철골철근콘크리트구조,1850,종합계약,상주선임,R형,부스타방식,위탁관리,2,5,126,무,50,"관리사무소, 휴게시설, 자전거보관소",5~10분이내,"1호선, 2호선",,5~10분이내,관공서() 백화점() 공원(),고등학교() 대학교(),0,2,Y
A10024756,순화동포스코더샵,위탁관리,,,,,,,,,,,,,,,,,,,0,,,,,,5분이내,,,,,,0,0,Y
A10027364,덕수궁롯데캐슬아파트,위탁관리,5,율산개발(주),위탁관리,5,에스텍시스템,위탁관리,6,차량수거방식,위탁관리,4,분무식,철근콘크리트구조,2750,종합계약,상주선임,R형,부스타방식,위탁관리,8,0,363,무,170,"관리사무소, 노인정, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",5~10분이내,"1호선, 2호선, 5호선","시청역, 서대문역",5~10분이내,,,0,10,Y
A10023788,더플레이스충정로,위탁관리,4,(주)미래에이비엠,자치관리(직영),2,,자치관리(직영),3,차량수거방식,위탁관리,12,분무식,철근콘크리트구조,1064,단일계약,위탁선임,GR형,부스타방식,위탁관리,4,45,56,무,54,"관리사무소, 주민공동시설, 휴게시설, 자전거보관소",5~10분이내,"2호선, 5호선",,5분이내,관공서(중림동사무소) 백화점(롯데마트 서울역) 공원(손기정 기념공원),초등학교(서울 봉래초등학교) 고등학교(서울의료보건고등학교),1,6,Y
A10085902,중림삼성래미안아파트,위탁관리,3,에이제이대원 주식회사,위탁관리,2,(주)태경종합관리,위탁관리,2,음식물쓰레기종량제,위탁관리,12,도포식,철근콘크리트구조,650,단일계약,위탁선임,P형,부스타방식,위탁관리,4,25,215,무,45,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",5분이내,"2호선, 5호선",충정로역,5분이내,"관공서(중림동사무소, 사회복지관, 중림파출소) 병원(새사랑의원) 대형상가(롯데마) 공원(손기정공원) 기타()",초등학교(봉래초등학교) 중학교(환일중학교) 고등학교(경기여자상업고등학교) 대학교(추계예술대학교),0,0,Y
A10085903,중림삼성사이버빌리지,위탁관리,6,광인산업(주),위탁관리,11,경진이앤지,위탁관리,7,음식물쓰레기종량제,위탁관리,4,"분무식,독이식",철근콘크리트구조,2400,단일계약,상주선임,R형,부스타방식,위탁관리,36,106,784,무,173,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",5~10분이내,"2호선, 5호선",충정로,5분이내,관공서(중림동사무소) 병원(새사랑의원) 대형상가(롯데마트) 공원(손기정체육공원),초등학교(봉래초등학교) 고등학교(경기여상) 대학교(경기대학교),0,14,Y
A10095301,브라운스톤서울아파트,위탁관리,7,우리관리(주),위탁관리,,더지엠에스,위탁관리,1,거점장비수거방식,위탁관리,12,분무식,철근콘크리트구조,1500,단일계약,상주선임,R형,부스타방식,위탁관리,3,0,641,유,23,"관리사무소, 주민공동시설, 휴게시설, 자전거보관소",5분이내,"1호선, 2호선, 4호선, 경의중앙선, 공항철도",,5~10분이내,,,0,6,Y
A10080701,엘아이지서울역리가,위탁관리,3,주식회사 푸른종합주택관리,위탁관리,4,(주)푸른안전산업,위탁관리,2,음식물쓰레기종량제,위탁관리,4,,철근콘크리트구조,1500,단일계약,상주선임,R형,부스타방식,위탁관리,7,0,221,유,45,"관리사무소, 노인정, 어린이놀이터, 커뮤니티공간, 자전거보관소",5~10분이내,"1호선, 2호선, 4호선, 경의중앙선, 경춘선, 공항철도",서울,10~15분이내,"관공서(남대문경찰서) 백화점(갤러리아콩코스) 대형상가(롯대마트) 공원(손기정기념,서소문)","초등학교(봉래,소의) 중학교(환일) 고등학교(환일,경기여상)",0,2,Y
A10026517,서울역한라비발디센트럴아파트,위탁관리,3,(주)신대한관리,위탁관리,2,미래M&S,위탁관리,2,음식물쓰레기종량제,위탁관리,12,"도포식,기구부착식",철골콘크리트구조,1564,단일계약,상주선임,GR형,부스타방식,위탁관리,8,0,217,유,92,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",5분이내,"1호선, 2호선, 4호선, 5호선, 경의중앙선, 공항철도",,5~10분이내,,,0,5,Y
A10026881,서울역센트럴자이아파트,위탁관리,19,제일에스테이트서비스 주식회사,위탁관리,11,(주)듀델코리아,위탁관리,20,음식물쓰레기종량제,위탁관리,12,"도포식,분무식,독이식",철골철근콘크리트구조,5500,단일계약,상주선임,R형,부스타방식,위탁관리,31,10,1537,유,352,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",5~10분이내,"1호선, 2호선, 4호선, 5호선, 6호선, 경의중앙선, 공항철도",서울역,10~15분이내,"관공서(중림동주민센터) 병원(소화아동병원) 백화점(신세계,롯데) 대형상가(서울역롯데아울렛) 공원(서울로7017. 서소문역사공원)",초등학교(봉래초등학교) 중학교(환일중학교) 고등학교(환일고등학교),0,195,Y
